page,row,file,class,method,regex,input,count
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagReturnsTagBodyWhenNoResponseFromClient(com.reevoo.taglib.ReevooCustomerExperienceReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testTagOutputsTheTrackingEventScript(com.reevoo.taglib.ReevooPropensityToBuyTrackingEventTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagReturnsTagBodyWhenNoResponseFromClient(com.reevoo.taglib.ReevooProductReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagCallsClientWithCorrectAttributesAndEndpointWhenUsingNumberOfReviews(com.reevoo.taglib.ReevooProductReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testThatTheTagBodyGoesAsTheAnchorBody(com.reevoo.taglib.ReevooConversationsBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),ifThePropertyDoesNotExistWeGetEmptyString(com.reevoo.utils.TaglibConfigTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testIncludesCorrectSingleTrkrefLoaderScript(com.reevoo.taglib.ReevooJavascriptAssetsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testThatIfVariantNameOtherThanUndecoratedItPrintsTheRightAnchorClass(com.reevoo.taglib.ReevooProductBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagOutputsCorrectTrkref(com.reevoo.taglib.ReevooPurchaseTrackingEventTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagCallsClientWithCorrectAttributesAndTheCXEndpoint(com.reevoo.taglib.ReevooCustomerExperienceReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagCallsClientWithCorrectAttributesAndTheCXEndpointWhenUsingNumberOfReviews(com.reevoo.taglib.ReevooCustomerExperienceReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testCorrectQueryStringParamsAreSentWhenPaginationEnabled(com.reevoo.taglib.ReevooCustomerExperienceReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testThatTheTagBodyGoesAsTheAnchorBody(com.reevoo.taglib.ReevooDeliveryRatingBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testIfTrkrefNotSpecifyItWillUseTheOneDefinedInTheConfigurationFile(com.reevoo.taglib.ReevooProductBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testThatIfVariantNamePresentItPrintsTheRightAnchorClass(com.reevoo.taglib.ReevooOverallServiceRatingBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testFormatsTheCorrectAnchor(com.reevoo.taglib.ReevooDeliveryRatingBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagUsesDefaultTrkrefIfNoExplicitOneSpecified(com.reevoo.taglib.ReevooConversationsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testIfTrkrefNotSpecifyItWillUseTheOneDefinedInTheConfigurationFile(com.reevoo.taglib.ReevooCustomerServiceRatingBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testIfTrkrefNotSpecifyItWillUseTheOneDefinedInTheConfigurationFile(com.reevoo.taglib.ReevooJavascriptAssetsTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),com.reevoo.taglib.ReevooProductReviewsTest,4
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),com.reevoo.taglib.ReevooPurchaseTrackingEventTest,4
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testThatTheTagBodyGoesAsTheAnchorBody(com.reevoo.taglib.ReevooProductBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagOutputsTheTrackingEventScript(com.reevoo.taglib.ReevooPropensityToBuyTrackingEventTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),com.reevoo.taglib.ReevooProductBadgeTest,4
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testCorrectQueryStringParamsAreSentWhenPaginationEnabled(com.reevoo.taglib.ReevooProductReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagOutputsTheTrackingEventScript(com.reevoo.taglib.ReevooPurchaseTrackingEventTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testThatTheTagBodyGoesAsTheAnchorBody(com.reevoo.taglib.ReevooOverallServiceRatingBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),com.reevoo.utils.TaglibConfigTest,4
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagUsesDefaultTrkrefIfNoExplicitOneSpecified(com.reevoo.taglib.ReevooCustomerExperienceReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagCallsClientWithCorrectAttributesAndTheCXEndpointWhenUsingLocale(com.reevoo.taglib.ReevooCustomerExperienceReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagUsesDefaultTrkrefIfNoExplicitOneSpecified(com.reevoo.taglib.ReevooProductReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testFormatsTheCorrectAnchor(com.reevoo.taglib.ReevooOverallServiceRatingBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testIncludesCorrectMultipleTrkrefLoaderScript(com.reevoo.taglib.ReevooJavascriptAssetsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagCallsClientWithCorrectAttributesAndTheConversationEndpoint(com.reevoo.taglib.ReevooConversationsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testIfTrkrefNotSpecifyItWillUseTheOneDefinedInTheConfigurationFile(com.reevoo.taglib.ReevooDeliveryRatingBadgeTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testTagCallsClientWithCorrectAttributesAndTheProductReviewsEndpoint(com.reevoo.taglib.ReevooProductReviewsTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testConsecutiveFailedRequestsOverLimitTriggerCircuitBreaker(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testExpirationWithNegativeTimeout(com.reevoo.client.ReevooMarkRecordTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testSuccessfulRequestResetsConsecutiveFailedRequestsCounter(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testCreation(com.reevoo.client.ReevooMarkRecordTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testWhenProxyIsSetThroughEnvironmentVariables(com.reevoo.client.HttpClientFactoryTest),1
3300,128,ReevooMarkClient.java,com.reevoo.client.ReevooMarkClient,extractMaxAgeHeaderValue,.*max\-age\=([0-9]+).*,max-age=6,1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testURLEscaping(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testWithStaleCacheAnd200Fresh(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testWithStaleCacheAnd404Fresh(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testCachedResponse(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testWithStaleCacheAnd500Fresh(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),com.reevoo.client.ReevooMarkRecordTest,4
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),ifResponse200ReturnResponseBodyIndependentlyOfTheNumberOfReviews(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testEmptyCacheAndConnnectionError(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testWhenProxyIsSetThroughMethodParams(com.reevoo.client.HttpClientFactoryTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testExpirationWithPositiveTimeout(com.reevoo.client.ReevooMarkRecordTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testCanCreateUsingExistingObject(com.reevoo.client.ReevooMarkRecordTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testWhenProxyIsNotSet(com.reevoo.client.HttpClientFactoryTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testFailedRequestWillReturnLastSuccessfulCachedRequestContent(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testWithStaleCacheAndConnectionError(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testEmptyCacheAnd500Fresh(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),com.reevoo.client.ReevooMarkClientTest,4
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testURLEscaping(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testFailedRequestAreCachedByConfiguredNumberOfSeconds(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testWhenProxyIsSetThroughMethodParams(com.reevoo.client.HttpClientFactoryTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testExpirationWithPositiveTimeout(com.reevoo.client.ReevooMarkRecordTest),1
3300,128,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),com.reevoo.client.HttpClientFactoryTest,4
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testProxySettingThroughMethodTakePriorityOnProxySettingsThroughEnvironmentVariables(com.reevoo.client.HttpClientFactoryTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testEmptyCacheAnd404Fresh(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testConsecutiveFailedRequestsIncrementFailedCounter(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testCacheRespectsResponseHeaders(com.reevoo.client.ReevooMarkClientTest),1
3300,128,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testEmptyCacheAnd200Fresh(com.reevoo.client.ReevooMarkClientTest),1
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessDecTests(ShortLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest3(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessDecTests(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailHexTest2(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailHexTest2(ShortLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest3(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SymbolTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailOctTest2(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FloatLiteralTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),ByteLiteralTest,2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileDecTest1(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailOctTest3(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest3(ShortLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileOctTest1(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileHexTest1(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailHexTest2(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileOctTest1(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessHexTests(ShortLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),LongLiteralTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessOctTests(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileDecTest1(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest4(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),IntLiteralTest,2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileDecTest1(ShortLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),DirectiveTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessHexTests(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),CommentTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),IntegerLiteralTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessHexTests(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessDecTests(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileOctTest1(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),LongLiteralTest,2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest4(ShortLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailHexTest3(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest4(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailHexTest3(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessOctTests(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest5(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),InstructionTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest2(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),MiscTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailDecTest2(ShortLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),ByteLiteralTest(LexerTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),SuccessHexTests(IntLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileHexTest1(ByteLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FailOctTest2(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),FaileDecTest1(LongLiteralTest),2
3301,211,Description.java,org.junit.runner.Description,methodAndClassNamePatternGroupOrDefault,([\s\S]*)\((.*)\),TypeAndIdentifierTest(LexerTest),2
