"('EndpointHelper.java', 'org.apache.camel.util.EndpointHelper', 'matchRegex', 'ShsLabel*', 'SOAPAction')","[923249, 923290]"
"('DefaultHeaderFilterStrategy.java', 'org.apache.camel.impl.DefaultHeaderFilterStrategy', 'doFiltering', '(Camel|org\\.apache\\.camel)[\\.|a-z|A-z|0-9]*', 'content-type')","[916324, 921540]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getMethod')","[297517, 297572, 471006, 471060, 506583, 506637, 600467, 600528, 605193, 605253, 678782, 678836, 708466, 708520, 844876, 844930]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'choice')","[13707, 40986, 62989, 89425, 115438, 137441, 163922, 191201, 213204, 239640, 265653, 288843, 312841, 335581, 358055, 388699, 410765, 435338, 462546, 492325, 521626, 544539, 567182, 590901, 621922, 647999, 670322, 699887, 723509, 746101, 768320, 790856, 813448, 836361, 859919, 881704, 903758]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'threads')","[1840, 1945, 2050, 2155, 28804, 28909, 29014, 29119, 51122, 51227, 51332, 51437, 77558, 77663, 77768, 77873, 103256, 103361, 103466, 103571, 125574, 125679, 125784, 125889, 152055, 152160, 152265, 152370, 179019, 179124, 179229, 179334, 201337, 201442, 201547, 201652, 227773, 227878, 227983, 228088, 253471, 253576, 253681, 253786, 276306, 276415, 276524, 276633, 300304, 300413, 300522, 300631, 322935, 323044, 323153, 323262, 345962, 346069, 346176, 346283, 376285, 376392, 376499, 376606, 398672, 398779, 398886, 398993, 423245, 423352, 423459, 423566, 450453, 450560, 450667, 450774, 479911, 480018, 480125, 480232, 509319, 509426, 509533, 509640, 532125, 532232, 532339, 532446, 554768, 554875, 554982, 555089, 577226, 577347, 577468, 577589, 608235, 608354, 608473, 608592, 635585, 635692, 635799, 635906, 658229, 658336, 658443, 658550, 687473, 687580, 687687, 687794, 711202, 711309, 711416, 711523, 733794, 733901, 734008, 734115, 755906, 756013, 756120, 756227, 778442, 778549, 778656, 778763, 801141, 801248, 801355, 801462, 823947, 824054, 824161, 824268, 847612, 847719, 847826, 847933, 869290, 869397, 869504, 869611, 891665, 891772, 891879, 891986]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'loadBalance')","[13444, 13549, 40723, 40828, 62726, 62831, 89162, 89267, 115175, 115280, 137178, 137283, 163659, 163764, 190938, 191043, 212941, 213046, 239377, 239482, 265390, 265495, 288570, 288679, 312568, 312677, 335308, 335417, 357787, 357894, 388431, 388538, 410497, 410604, 435070, 435177, 462278, 462385, 492057, 492164, 521358, 521465, 544271, 544378, 566914, 567021, 590598, 590719, 621624, 621743, 647731, 647838, 670054, 670161, 699619, 699726, 723241, 723348, 745833, 745940, 768052, 768159, 790588, 790695, 813180, 813287, 836093, 836200, 859651, 859758, 881436, 881543, 903490, 903597]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'setBean')","[299101, 299157, 471812, 471867, 508138, 508193, 601378, 601440, 606922, 606983, 679588, 679643, 710021, 710076, 846431, 846486]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setWhenClauses')","[375640, 479266, 554123]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'throwException')","[3310, 30274, 52592, 79028, 104726, 127044, 153525, 180489, 202807, 229243, 254941, 277832, 301830, 324461, 347460, 377783, 400170, 424743, 451951, 481409, 510817, 533623, 556266, 578920, 609901, 637083, 659727, 688971, 712700, 735292, 757404, 779940, 802639, 825445, 849110, 870788, 893163]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'clearOutput')","[9979, 37258, 59261, 85697, 111710, 133713, 160194, 187473, 209476, 235912, 261925, 284973, 308971, 331711, 354256, 384900, 406966, 431539, 458747, 488526, 517827, 540740, 563383, 586605, 617697, 644200, 666523, 696088, 719710, 742302, 764521, 787057, 809649, 832562, 856120, 877905, 899959]"
"('EndpointHelper.java', 'org.apache.camel.util.EndpointHelper', 'matchRegex', 'ShsDataPart*', 'x-vp-correlation-id')","[916629, 916657, 922708, 922736]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'endDoTry')","[13077, 40356, 62359, 88795, 114808, 136811, 163292, 190571, 212574, 239010, 265023, 288189, 312187, 334927, 357413, 388057, 410123, 434696, 461904, 491683, 520984, 543897, 566540, 590175, 621208, 647357, 669680, 699245, 722867, 745459, 767678, 790214, 812806, 835719, 859277, 881062, 903116]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'stop')","[3783, 30747, 53065, 79501, 105199, 127517, 153998, 180962, 203280, 229716, 255414, 278323, 302321, 324952, 347942, 378265, 400652, 425225, 452433, 481891, 511299, 534105, 556748, 579465, 610437, 637565, 660209, 689453, 713182, 735774, 757886, 780422, 803121, 825927, 849592, 871270, 893645]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'setOutputs')","[1419, 1473, 50701, 50755, 77137, 77191, 125153, 125207, 151634, 151688, 200916, 200970, 227352, 227406, 345533, 345588, 398243, 398298, 422816, 422871, 450024, 450079, 576741, 576803, 657800, 657855, 891236, 891291]"
"('DefaultManagementNameStrategy.java', 'org.apache.camel.impl.DefaultManagementNameStrategy', 'resolveManagementName', '.*#\\w+#.*', '/tmp//camel/camel-tmp-76ee223a-7f15-4337-8aa2-f252f39e56b1')",[914411]
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'inOut')","[11239, 11344, 11449, 11554, 11659, 11764, 38518, 38623, 38728, 38833, 38938, 39043, 60521, 60626, 60731, 60836, 60941, 61046, 86957, 87062, 87167, 87272, 87377, 87482, 112970, 113075, 113180, 113285, 113390, 113495, 134973, 135078, 135183, 135288, 135393, 135498, 161454, 161559, 161664, 161769, 161874, 161979, 188733, 188838, 188943, 189048, 189153, 189258, 210736, 210841, 210946, 211051, 211156, 211261, 237172, 237277, 237382, 237487, 237592, 237697, 263185, 263290, 263395, 263500, 263605, 263710, 286281, 286390, 286499, 286608, 286717, 286826, 310279, 310388, 310497, 310606, 310715, 310824, 333019, 333128, 333237, 333346, 333455, 333564, 355540, 355647, 355754, 355861, 355968, 356075, 386184, 386291, 386398, 386505, 386612, 386719, 408250, 408357, 408464, 408571, 408678, 408785, 432823, 432930, 433037, 433144, 433251, 433358, 460031, 460138, 460245, 460352, 460459, 460566, 489810, 489917, 490024, 490131, 490238, 490345, 519111, 519218, 519325, 519432, 519539, 519646, 542024, 542131, 542238, 542345, 542452, 542559, 564667, 564774, 564881, 564988, 565095, 565202, 588057, 588178, 588299, 588420, 588541, 588662, 619125, 619244, 619363, 619482, 619601, 619720, 645484, 645591, 645698, 645805, 645912, 646019, 667807, 667914, 668021, 668128, 668235, 668342, 697372, 697479, 697586, 697693, 697800, 697907, 720994, 721101, 721208, 721315, 721422, 721529, 743586, 743693, 743800, 743907, 744014, 744121, 765805, 765912, 766019, 766126, 766233, 766340, 788341, 788448, 788555, 788662, 788769, 788876, 810933, 811040, 811147, 811254, 811361, 811468, 833846, 833953, 834060, 834167, 834274, 834381, 857404, 857511, 857618, 857725, 857832, 857939, 879189, 879296, 879403, 879510, 879617, 879724, 901243, 901350, 901457, 901564, 901671, 901778]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'isTopLevelOnly')","[9664, 9717, 36838, 36891, 58946, 58999, 85382, 85435, 111290, 111343, 133398, 133451, 159879, 159932, 187053, 187106, 209161, 209214, 235597, 235650, 261505, 261558, 284646, 284701, 308535, 308590, 331275, 331330, 353935, 353989, 384472, 384526, 406645, 406699, 431218, 431272, 458426, 458480, 488098, 488152, 517399, 517453, 540312, 540366, 562955, 563009, 586242, 586303, 617221, 617281, 643772, 643826, 666202, 666256, 695660, 695714, 719282, 719336, 741981, 742035, 764093, 764147, 786629, 786683, 809328, 809382, 832134, 832188, 855692, 855746, 877477, 877531, 899638, 899692]"
"('DefaultHeaderFilterStrategy.java', 'org.apache.camel.impl.DefaultHeaderFilterStrategy', 'doFiltering', '(Camel|org\\.apache\\.camel)[\\.|a-z|A-z|0-9]*', 'Pragma')","[915834, 921400]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getLogNamespaces')","[23857, 23910, 73139, 73192, 147591, 147644, 174072, 174125, 223354, 223407, 371561, 371615, 445681, 445735]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setResultTypeName')","[22642, 71924, 146376, 172857, 222139, 366891, 370323, 444443, 503847]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getDescriptionText')","[21589, 21642, 48868, 48921, 70871, 70924, 97307, 97360, 123320, 123373, 145323, 145376, 171804, 171857, 199083, 199136, 221086, 221139, 247522, 247575, 273535, 273588, 297025, 297080, 321023, 321078, 343763, 343818, 366087, 366141, 396569, 396623, 418797, 418851, 443370, 443424, 470578, 470632, 500195, 500249, 529658, 529712, 552571, 552625, 575052, 575106, 599983, 600044, 630854, 630914, 656031, 656085, 678354, 678408, 707919, 707973, 731541, 731595, 754133, 754187, 776352, 776406, 798888, 798942, 821480, 821534, 844393, 844447, 867951, 868005, 889736, 889790, 911790, 911844]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setCharset')",[777476]
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'dynamicRouter')","[15019, 15124, 42298, 42403, 64301, 64406, 90737, 90842, 116750, 116855, 138753, 138858, 165234, 165339, 192513, 192618, 214516, 214621, 240952, 241057, 266965, 267070, 290205, 290314, 314203, 314312, 336943, 337052, 359392, 359499, 390036, 390143, 412102, 412209, 436675, 436782, 463883, 463990, 493662, 493769, 522963, 523070, 545876, 545983, 568519, 568626, 592413, 592534, 623409, 623528, 649336, 649443, 671659, 671766, 701224, 701331, 724846, 724953, 747438, 747545, 769657, 769764, 792193, 792300, 814785, 814892, 837698, 837805, 861256, 861363, 883041, 883148, 905095, 905202]"
"('EndpointHelper.java', 'org.apache.camel.util.EndpointHelper', 'matchRegex', 'ShsDataPart*', 'Content-Type')","[924743, 924784]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getOutputs')","[787, 840, 28279, 28332, 50069, 50122, 76505, 76558, 102731, 102784, 124521, 124574, 151002, 151055, 178494, 178547, 200284, 200337, 226720, 226773, 252946, 252999, 275761, 275816, 299759, 299814, 322390, 322445, 344889, 344943, 374891, 374945, 397599, 397653, 422172, 422226, 449380, 449434, 478517, 478571, 508784, 508838, 531590, 531644, 553374, 553428, 576013, 576074, 607640, 607700, 635050, 635104, 657156, 657210, 686938, 686992, 710667, 710721, 733259, 733313, 755371, 755425, 777907, 777961, 800606, 800660, 823412, 823466, 847077, 847131, 868755, 868809, 890592, 890646]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getFactoryRef')","[23329, 23382, 72611, 72664, 147063, 147116, 173544, 173597, 222826, 222879, 371023, 371077, 445143, 445197]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'createExpression')","[21852, 24699, 71134, 73981, 97675, 99046, 145586, 148433, 172067, 174914, 221349, 224196, 247890, 249261, 366355, 367428, 369518, 372419, 419386, 419493, 443638, 446539, 471436, 472995, 475890, 475997, 500854, 500975, 503311, 504384, 600953, 602715, 631519, 631640, 679212, 680771, 683076, 683183, 912379, 912486]"
"('EndpointHelper.java', 'org.apache.camel.util.EndpointHelper', 'matchRegex', 'ShsLabel*', 'CamelHttpUri')","[923747, 923788]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'endChoice')","[12919, 40198, 62201, 88637, 114650, 136653, 163134, 190413, 212416, 238852, 264865, 288025, 312023, 334763, 357252, 387896, 409962, 434535, 461743, 491522, 520823, 543736, 566379, 589993, 621029, 647196, 669519, 699084, 722706, 745298, 767517, 790053, 812645, 835558, 859116, 880901, 902955]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'resolveEndpoint')","[27910, 102362, 178125, 252577, 531214, 686562, 823036]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'otherwise')","[375319, 478945, 553802]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'addOutput')","[997, 37153, 50279, 76715, 111605, 124731, 151212, 187368, 200494, 226930, 261820, 274721, 308862, 331602, 345103, 384793, 397813, 422386, 449594, 488419, 517720, 540633, 563276, 576255, 617578, 644093, 657370, 695981, 719603, 732238, 764414, 786950, 799585, 832455, 856013, 877798, 890806]"
"('EndpointHelper.java', 'org.apache.camel.util.EndpointHelper', 'matchRegex', 'ShsLabel*', 'CamelHttpPath')","[924328, 924369]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setProperty')","[2260, 2365, 29224, 29329, 51542, 51647, 77978, 78083, 103676, 103781, 125994, 126099, 152475, 152580, 179439, 179544, 201757, 201862, 228193, 228298, 253891, 253996, 276742, 276851, 300740, 300849, 323371, 323480, 346390, 346497, 376713, 376820, 399100, 399207, 423673, 423780, 450881, 450988, 480339, 480446, 509747, 509854, 532553, 532660, 555196, 555303, 577710, 577831, 608711, 608830, 636013, 636120, 658657, 658764, 687901, 688008, 711630, 711737, 734222, 734329, 756334, 756441, 778870, 778977, 801569, 801676, 824375, 824482, 848040, 848147, 869718, 869825, 892093, 892200]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'stop')","[3730, 30694, 53012, 79448, 105146, 127464, 153945, 180909, 203227, 229663, 255361, 278268, 302266, 324897, 347888, 378211, 400598, 425171, 452379, 481837, 511245, 534051, 556694, 579404, 610377, 637511, 660155, 689399, 713128, 735720, 757832, 780368, 803067, 825873, 849538, 871216, 893591]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setParent')","[3835, 30799, 53117, 79553, 105251, 127569, 154050, 181014, 203332, 229768, 255466, 278377, 302375, 325006, 347995, 378318, 400705, 425278, 452486, 481944, 511352, 534158, 556801, 579525, 610496, 637618, 660262, 689506, 713235, 735827, 757939, 780475, 803174, 825980, 849645, 871323, 893698]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getShortName')","[367, 420, 26962, 27015, 49649, 49702, 76085, 76138, 101414, 101467, 124101, 124154, 150582, 150635, 177177, 177230, 199864, 199917, 226300, 226353, 251629, 251682, 275325, 275380, 299541, 299596, 321733, 321788, 344192, 344246, 375212, 375266, 397171, 397225, 421744, 421798, 448683, 448737, 478838, 478892, 508570, 508624, 530248, 530302, 553695, 553749, 575529, 575590, 607402, 607462, 634405, 634459, 656459, 656513, 685596, 685650, 710453, 710507, 732831, 732885, 755264, 755318, 777155, 777209, 800178, 800232, 822070, 822124, 846863, 846917, 868648, 868702, 890164, 890218]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setExcludePatterns')","[321842, 634512]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'setInstance')","[472350, 472405, 601986, 602048, 680126, 680181]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'toF')","[10557, 37836, 59839, 86275, 112288, 134291, 160772, 188051, 210054, 236490, 262503, 285573, 309571, 332311, 354845, 385489, 407555, 432128, 459336, 489115, 518416, 541329, 563972, 587271, 618352, 644789, 667112, 696677, 720299, 742891, 765110, 787646, 810238, 833151, 856709, 878494, 900548]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'when')","[374408, 374515, 478034, 478141, 552891, 552998]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'createChildProcessor')","[9874, 37048, 59156, 85592, 111500, 133608, 160089, 187263, 209371, 235807, 261715, 284864, 308753, 331493, 354149, 384686, 406859, 431432, 458640, 488312, 517613, 540526, 563169, 586484, 617459, 643986, 666416, 695874, 719496, 742195, 764307, 786843, 809542, 832348, 855906, 877691, 899852]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'throwException')","[3363, 30327, 52645, 79081, 104779, 127097, 153578, 180542, 202860, 229296, 254994, 277887, 301885, 324516, 347514, 377837, 400224, 424797, 452005, 481463, 510871, 533677, 556320, 578981, 609961, 637137, 659781, 689025, 712754, 735346, 757458, 779994, 802693, 825499, 849164, 870842, 893217]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'filter')","[4309, 4414, 4519, 4624, 31273, 31378, 31483, 31588, 53591, 53696, 53801, 53906, 80027, 80132, 80237, 80342, 105725, 105830, 105935, 106040, 128043, 128148, 128253, 128358, 154524, 154629, 154734, 154839, 181488, 181593, 181698, 181803, 203806, 203911, 204016, 204121, 230242, 230347, 230452, 230557, 255940, 256045, 256150, 256255, 278869, 278978, 279087, 279196, 302867, 302976, 303085, 303194, 325498, 325607, 325716, 325825, 348478, 348585, 348692, 348799, 378801, 378908, 379015, 379122, 401188, 401295, 401402, 401509, 425761, 425868, 425975, 426082, 452969, 453076, 453183, 453290, 482427, 482534, 482641, 482748, 511835, 511942, 512049, 512156, 534641, 534748, 534855, 534962, 557284, 557391, 557498, 557605, 580071, 580192, 580313, 580434, 611033, 611152, 611271, 611390, 638101, 638208, 638315, 638422, 660745, 660852, 660959, 661066, 689989, 690096, 690203, 690310, 713718, 713825, 713932, 714039, 736310, 736417, 736524, 736631, 758422, 758529, 758636, 758743, 780958, 781065, 781172, 781279, 803657, 803764, 803871, 803978, 826463, 826570, 826677, 826784, 850128, 850235, 850342, 850449, 871806, 871913, 872020, 872127, 894181, 894288, 894395, 894502]"
"('EndpointHelper.java', 'org.apache.camel.util.EndpointHelper', 'matchRegex', 'CamelHttp*', 'breadcrumbId')","[914788, 914851, 917324, 917387, 919347, 919410, 920100, 920163]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'placeholder')","[10399, 37678, 59681, 86117, 112130, 134133, 160614, 187893, 209896, 236332, 262345, 285409, 309407, 332147, 354684, 385328, 407394, 431967, 459175, 488954, 518255, 541168, 563811, 587089, 618173, 644628, 666951, 696516, 720138, 742730, 764949, 787485, 810077, 832990, 856548, 878333, 900387]"
"('DefaultHeaderFilterStrategy.java', 'org.apache.camel.impl.DefaultHeaderFilterStrategy', 'doFiltering', '(Camel|org\\.apache\\.camel)[\\.|a-z|A-z|0-9]*', 'Cache-Control')","[915939, 921575]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setEndpoint')","[28015, 102467, 178230, 252682, 531321, 686669, 823143]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'aop')","[12709, 39988, 61991, 88427, 114440, 136443, 162924, 190203, 212206, 238642, 264655, 287807, 311805, 334545, 357038, 387682, 409748, 434321, 461529, 491308, 520609, 543522, 566165, 589751, 620791, 646982, 669305, 698870, 722492, 745084, 767303, 789839, 812431, 835344, 858902, 880687, 902741]"
"('DefaultHeaderFilterStrategy.java', 'org.apache.camel.impl.DefaultHeaderFilterStrategy', 'doFiltering', '(?i)(Camel|org\\.apache\\.camel)[\\.|a-z|A-z|0-9]*', 'breadcrumbId')","[922875, 925993]"
"('EndpointHelper.java', 'org.apache.camel.util.EndpointHelper', 'matchRegex', 'ShsDataPart*', 'CamelServletContextPath')","[924909, 924950]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'beanType')","[298445, 507494, 606206, 709377, 845787]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isSetter', 'set[A-Z].*', 'createProcessor')","[315, 27540, 49492, 49597, 76033, 101992, 123944, 124049, 150530, 177755, 199707, 199812, 226248, 252207, 274667, 298827, 321679, 344139, 375159, 397011, 397118, 421691, 448630, 478785, 507869, 530837, 553642, 575469, 606623, 634352, 656406, 686185, 709752, 732185, 755049, 777102, 799532, 822659, 846162, 868433, 890111]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getPredicate')","[25804, 25857, 75086, 75139, 100256, 100309, 149538, 149591, 176019, 176072, 225301, 225354, 250471, 250524, 368554, 368608, 373545, 373599, 420726, 420780, 447665, 447719, 474121, 474175, 477230, 477284, 502369, 502430, 505510, 505564, 603988, 604049, 633034, 633095, 681897, 681951, 684416, 684470, 913719, 913773]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'getRef')","[27067, 27120, 101519, 101572, 177282, 177335, 251734, 251787, 297735, 297790, 471113, 471167, 506797, 506851, 530355, 530409, 600588, 600649, 605431, 605491, 678889, 678943, 685703, 685757, 708680, 708734, 754781, 754835, 822177, 822231, 845090, 845144, 868165, 868219]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'setOutHeader')","[18169, 18274, 45448, 45553, 67451, 67556, 93887, 93992, 119900, 120005, 141903, 142008, 168384, 168489, 195663, 195768, 217666, 217771, 244102, 244207, 270115, 270220, 293475, 293584, 317473, 317582, 340213, 340322, 362602, 362709, 393246, 393353, 415312, 415419, 439885, 439992, 467093, 467200, 496872, 496979, 526173, 526280, 549086, 549193, 571729, 571836, 596043, 596164, 626979, 627098, 652546, 652653, 674869, 674976, 704434, 704541, 728056, 728163, 750648, 750755, 772867, 772974, 795403, 795510, 817995, 818102, 840908, 841015, 864466, 864573, 886251, 886358, 908305, 908412]"
"('DefaultHeaderFilterStrategy.java', 'org.apache.camel.impl.DefaultHeaderFilterStrategy', 'doFiltering', '(Camel|org\\.apache\\.camel)[\\.|a-z|A-z|0-9]*', 'SOAPAction')","[915358, 916044, 918463, 919788, 920861, 921680]"
"('IntrospectionSupport.java', 'org.apache.camel.util.IntrospectionSupport', 'isGetter', '(get|is)[A-Z].*', 'mapRivServiceToRivEndpoint')","[474942, 475060, 475237]"
