"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CustomValidateRecursively.class')",[1141502]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testAnnotationConfiguredCustomContextActivation(org.springjutsu.validation.integrationTests.ContextIntegrationTest)')","[53371, 53409, 53447, 57019, 57057, 57095, 76237, 76268, 76299, 94720, 94746, 94772, 124203, 124234, 124265, 127179, 127210, 127241, 142197, 142221, 142245, 184107, 184137, 184167, 217450, 217485, 217520, 220810, 220845, 220880, 238228, 238256, 238284, 307529, 307564, 307599, 345697, 345737, 345777, 349537, 349577, 349617, 369955, 369988, 370021, 389856, 389884, 389912, 421269, 421302, 421335, 424437, 424470, 424503, 440655, 440681, 440707, 480557, 480589, 480621, 515830, 515867, 515904, 519382, 519419, 519456, 538000, 538030, 538060, 611299, 611336, 611373, 651397, 651439, 651481, 655429, 655471, 655513, 677047, 677082, 677117, 701581, 701616, 701651, 739749, 739789, 739829, 743589, 743629, 743669, 764007, 764040, 764073, 789695, 789732, 789769, 829793, 829835, 829877, 833825, 833867, 833909, 1126015, 1126055, 1126095, 1126851, 1126893, 1126935]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testValidationTemplates(org.springjutsu.validation.integrationTests.ValidationTemplatesIntegrationTest)')","[55347, 55385, 55423, 57779, 57817, 57855, 76485, 76516, 76547, 95045, 95071, 95097, 125815, 125846, 125877, 127799, 127830, 127861, 142389, 142413, 142437, 184484, 184514, 184544, 219270, 219305, 219340, 221510, 221545, 221580, 238452, 238480, 238508, 307971, 308006, 308041, 347777, 347817, 347857, 350337, 350377, 350417, 370219, 370252, 370285, 390207, 390235, 390263, 422985, 423018, 423051, 425097, 425130, 425163, 440863, 440889, 440915, 480960, 480992, 481024, 517754, 517791, 517828, 520122, 520159, 520196, 538240, 538270, 538300, 611767, 611804, 611841, 653581, 653623, 653665, 656269, 656311, 656353, 677327, 677362, 677397, 702023, 702058, 702093, 741829, 741869, 741909, 744389, 744429, 744469, 764271, 764304, 764337, 790163, 790200, 790237, 831977, 832019, 832061, 834665, 834707, 834749, 1149410, 1149450, 1149490, 1150702, 1150744, 1150786]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', 'customers[1].lastName')","[998258, 998293, 998784, 998820]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testEverythingNestedUnderRule(org.springjutsu.validation.integrationTests.NestingIntegrationTest)')","[50141, 53789, 74594, 93225, 121568, 124544, 140925, 163491, 182380, 214475, 217835, 236744, 305512, 342297, 346137, 368206, 388245, 418464, 421632, 439277, 478714, 512685, 516237, 536410, 609166, 647827, 651859, 675192, 699564, 736349, 740189, 762258, 787562, 826223, 830255, 1097942, 1099720]"
"('SPELResolver.java', 'org.springjutsu.validation.spel.SPELResolver', 'resolveSPELString', '\\$\\{(.(?!\\$\\{))+\\}', 'acquisitions required')","[1004849, 1004883]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testSPELvsModelBean(org.springjutsu.validation.integrationTests.ELIntegrationTest)')","[18458, 39349, 43605, 70254, 89000, 89539, 112764, 116236, 137565, 162636, 177495, 178118, 204535, 208455, 232824, 299802, 300530, 330937, 335417, 363586, 383690, 384271, 409092, 412788, 435637, 473499, 474164, 502177, 506321, 532210, 603126, 603896, 635899, 640603, 670292, 693854, 694582, 724989, 729469, 757638, 781522, 782292, 814295, 818999, 1009765, 1010567]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testValidatePolymorphicIncludedSubPaths(org.springjutsu.validation.integrationTests.RecursionIntegrationTest)')","[48811, 48849, 48887, 52155, 52193, 52231, 73881, 73912, 73943, 92510, 92536, 92562, 120483, 120514, 120545, 123211, 123242, 123273, 140373, 140397, 140421, 181553, 181583, 181613, 213250, 213285, 213320, 216330, 216365, 216400, 236100, 236128, 236156, 304545, 304580, 304615, 340897, 340937, 340977, 344417, 344457, 344497, 367447, 367480, 367513, 387474, 387502, 387530, 417309, 417342, 417375, 420213, 420246, 420279, 438679, 438705, 438731, 477831, 477863, 477895, 511390, 511427, 511464, 514646, 514683, 514720, 535720, 535750, 535780, 608143, 608180, 608217, 646357, 646399, 646441, 650053, 650095, 650137, 674387, 674422, 674457, 698597, 698632, 698667, 734949, 734989, 735029, 738469, 738509, 738549, 761499, 761532, 761565, 786539, 786576, 786613, 824753, 824795, 824837, 828449, 828491, 828533, 1077640, 1077680, 1077720, 1078956, 1078998, 1079040]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testCurrentModelAccess(org.springjutsu.validation.integrationTests.ELIntegrationTest)')","[39539, 39577, 39615, 43795, 43833, 43871, 70409, 70440, 70471, 89130, 89156, 89182, 112919, 112950, 112981, 116391, 116422, 116453, 137685, 137709, 137733, 177645, 177675, 177705, 204710, 204745, 204780, 208630, 208665, 208700, 232964, 232992, 233020, 299977, 300012, 300047, 331137, 331177, 331217, 335617, 335657, 335697, 363751, 363784, 363817, 383830, 383858, 383886, 409257, 409290, 409323, 412953, 412986, 413019, 435767, 435793, 435819, 473659, 473691, 473723, 502362, 502399, 502436, 506506, 506543, 506580, 532360, 532390, 532420, 603311, 603348, 603385, 636109, 636151, 636193, 640813, 640855, 640897, 670467, 670502, 670537, 694029, 694064, 694099, 725189, 725229, 725269, 729669, 729709, 729749, 757803, 757836, 757869, 781707, 781744, 781781, 814505, 814547, 814589, 819209, 819251, 819293, 1009965, 1010005, 1010045, 1010777, 1010819, 1010861]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.springjutsu.validation.rules.ValidationRulesContainerTest')","[443, 147300, 246946, 268093, 446144, 547308, 569693, 1184519, 1206647]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.springjutsu.validation.ValidationManagerTest')","[1234951, 1235004, 1235058, 1235111]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testErrorPathRequiredForELModel(org.springjutsu.validation.integrationTests.ELIntegrationTest)')","[39691, 39729, 39767, 43947, 43985, 44023, 70533, 70564, 70595, 89234, 89260, 89286, 113043, 113074, 113105, 116515, 116546, 116577, 137781, 137805, 137829, 177765, 177795, 177825, 204850, 204885, 204920, 208770, 208805, 208840, 233076, 233104, 233132, 300117, 300152, 300187, 331297, 331337, 331377, 335777, 335817, 335857, 363883, 363916, 363949, 383942, 383970, 383998, 409389, 409422, 409455, 413085, 413118, 413151, 435871, 435897, 435923, 473787, 473819, 473851, 502510, 502547, 502584, 506654, 506691, 506728, 532480, 532510, 532540, 603459, 603496, 603533, 636277, 636319, 636361, 640981, 641023, 641065, 670607, 670642, 670677, 694169, 694204, 694239, 725349, 725389, 725429, 729829, 729869, 729909, 757935, 757968, 758001, 781855, 781892, 781929, 814673, 814715, 814757, 819377, 819419, 819461, 1010125, 1010165, 1010205, 1010945, 1010987, 1011029]"
"('SPELResolver.java', 'org.springjutsu.validation.spel.SPELResolver', 'resolveSPELString', '\\$\\{(.(?!\\$\\{))+\\}', 'address.lineOne required')","[1157873, 1157909, 1163316, 1163354]"
"('SPELResolver.java', 'org.springjutsu.validation.spel.SPELResolver', 'resolveSPELString', '\\$\\{(.(?!\\$\\{))+\\}', '${session.blah}')","[1047224, 1047260, 1047519, 1047556, 1050265, 1050301, 1050560, 1050597, 1053378, 1053414, 1053673, 1053710, 1056419, 1056455, 1056714, 1056751, 1059971, 1060007]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qview\\E', 'view')","[846117, 848250, 848358]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', '${model.firstName}')","[1024282, 1024317, 1024352, 1024386, 1024423, 1024459, 1024496, 1024532, 1024715, 1024751, 1024933, 1024968, 1025003, 1025037, 1025071, 1025104, 1025140, 1025175, 1025211, 1025246, 1025495, 1025530, 1025917, 1025952, 1025987, 1026021, 1026058, 1026094, 1026131, 1026167, 1026423, 1026459, 1026925, 1026960, 1026995, 1027029, 1027066, 1027102, 1027139, 1027175, 1027431, 1027467, 1027936, 1027972, 1028008, 1028043, 1028081, 1028118, 1028156, 1028193, 1028456, 1028493]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.springjutsu.validation.namespace.ValidationConfigurationDefinitionParserTest')","[16147, 82972, 170511, 291623, 377184, 466037, 594469, 685675, 772865]"
"('SPELResolver.java', 'org.springjutsu.validation.spel.SPELResolver', 'resolveSPELString', '\\$\\{(.(?!\\$\\{))+\\}', 'acquisitions[0].customers[1].lastName required')","[982622, 982659]"
"('SPELResolver.java', 'org.springjutsu.validation.spel.SPELResolver', 'resolveSPELString', '\\$\\{(.(?!\\$\\{))+\\}', 'emailAddress required')","[1033568, 1033602, 1035972, 1036006, 1037580, 1037614, 1039224, 1039258, 1040796, 1040830, 1041500, 1041534, 1044182, 1044219, 1047736, 1047771, 1050777, 1050812, 1053890, 1053925, 1056931, 1056966, 1063823, 1063857, 1066290, 1066324, 1068757, 1068791, 1074419, 1074453, 1076886, 1076920, 1106828, 1106864, 1125259, 1125295, 1127703, 1127737, 1129219, 1129254, 1148412, 1148446, 1173067, 1173099, 1174415, 1174447, 1175763, 1175795]"
"('PathUtils.java', 'org.springjutsu.validation.util.PathUtils', 'containsEL', '.*\\$\\{.+\\}.*', 'acquisitions[1].customers[1].firstName')","[995142, 995177, 997200, 997234]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qnew\\E', '5')",[1050884]
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testSourceUrlIgnoredForSingleAnnotation(org.springjutsu.validation.mvc.ValidationFailureViewHandlerExceptionResolverTest)')","[3815, 11056, 144257, 151071, 157024, 164325, 243463, 251209, 257898, 262478, 264060, 272971, 280580, 442881, 450161, 456482, 543605, 551817, 558874, 563760, 565440, 574817, 582794, 1180486, 1189397, 1197006, 1202394, 1211771, 1219799, 1221753]"
